grid_id,population,median_income,avg_age,household_size,employment_rate,education_index,urbanization_level,internet_penetration,smartphone_adoption
cell_0356,837,565065,27.8,3.78,0.736,0.756,0.886,0.808,0.782
cell_0357,773,662173,29.4,3.98,0.711,0.727,0.88,0.805,0.76
cell_0358,878,602814,29.0,3.76,0.708,0.747,0.889,0.766,0.742
cell_0359,800,628398,28.2,3.8,0.73,0.73,0.882,0.782,0.77
cell_0360,747,580974,27.4,3.67,0.697,0.774,0.872,0.817,0.789
cell_0361,727,604444,28.8,3.74,0.69,0.754,0.892,0.809,0.74
cell_0362,763,585058,29.0,3.69,0.703,0.713,0.893,0.808,0.768
cell_0363,760,614832,27.6,3.61,0.719,0.782,0.864,0.777,0.742
cell_0364,842,616041,27.9,3.92,0.695,0.749,0.878,0.796,0.79
cell_0365,826,660617,27.1,3.59,0.699,0.738,0.88,0.797,0.785
cell_0366,802,564230,26.7,3.82,0.716,0.775,0.868,0.76,0.757
cell_0367,648,647850,26.9,3.85,0.704,0.726,0.876,0.809,0.753
cell_0368,753,653824,27.3,3.88,0.725,0.782,0.876,0.763,0.731
cell_0369,869,654130,27.3,3.73,0.686,0.785,0.886,0.817,0.746
cell_0370,865,597376,29.0,4.0,0.748,0.768,0.872,0.776,0.788
cell_0371,752,645575,28.3,4.02,0.706,0.738,0.865,0.786,0.745
cell_0372,847,674000,27.1,3.74,0.751,0.717,0.866,0.769,0.766
cell_0373,836,613393,28.0,3.68,0.718,0.762,0.889,0.806,0.765
cell_0374,961,651874,26.8,3.58,0.699,0.762,0.877,0.784,0.783
cell_0375,983,596921,28.5,3.7,0.698,0.726,0.874,0.786,0.78
cell_0376,778,623900,27.4,3.8,0.706,0.757,0.878,0.769,0.737
cell_0377,907,600651,28.7,3.87,0.751,0.774,0.882,0.8,0.784
cell_0378,740,559341,28.9,3.94,0.692,0.756,0.879,0.766,0.789
cell_0379,648,631761,28.7,3.59,0.731,0.752,0.866,0.769,0.764
cell_0380,861,659524,29.4,3.69,0.754,0.745,0.875,0.762,0.733
cell_0381,826,586089,28.3,3.69,0.726,0.739,0.891,0.81,0.759
cell_0382,740,657909,27.5,3.67,0.69,0.748,0.879,0.812,0.743
cell_0383,849,660129,27.7,3.78,0.706,0.782,0.867,0.817,0.771
cell_0384,693,616974,27.7,3.65,0.731,0.785,0.882,0.804,0.734
cell_0385,694,633987,29.2,3.87,0.69,0.739,0.882,0.784,0.78
cell_0386,889,604309,27.3,3.62,0.71,0.743,0.886,0.8,0.734
cell_0387,705,577445,28.9,3.59,0.714,0.725,0.893,0.794,0.744
cell_0388,856,676807,27.2,3.98,0.751,0.781,0.885,0.798,0.754
cell_0389,856,642002,27.8,3.91,0.743,0.723,0.892,0.793,0.781
cell_0390,758,671468,27.3,3.96,0.719,0.751,0.873,0.795,0.749
cell_0391,663,558791,29.3,4.01,0.712,0.767,0.875,0.801,0.779
cell_0392,859,655129,27.3,4.02,0.686,0.758,0.886,0.802,0.737
cell_0393,800,635221,27.2,3.71,0.723,0.744,0.868,0.769,0.755
cell_0394,951,568432,27.7,3.62,0.685,0.762,0.884,0.769,0.744
cell_0395,780,678862,27.0,3.68,0.747,0.782,0.877,0.762,0.732
cell_0396,788,561553,28.2,3.58,0.741,0.735,0.864,0.796,0.754
cell_0397,903,592130,28.6,3.7,0.749,0.741,0.882,0.762,0.756
cell_0398,943,585816,27.2,3.94,0.751,0.72,0.878,0.78,0.783
cell_0399,658,651306,26.7,3.8,0.716,0.738,0.876,0.792,0.739
cell_0400,888,652260,27.0,3.64,0.703,0.74,0.877,0.801,0.733
cell_0401,688,644448,27.1,3.86,0.703,0.779,0.894,0.777,0.744
cell_0402,722,641376,28.9,3.88,0.743,0.742,0.868,0.805,0.752
cell_0403,776,568072,29.4,3.64,0.755,0.786,0.89,0.8,0.765
cell_0404,815,615992,28.3,3.76,0.715,0.737,0.882,0.812,0.742
cell_0405,934,660086,28.2,3.93,0.685,0.774,0.864,0.815,0.79
cell_0406,694,652905,27.3,3.97,0.691,0.722,0.897,0.801,0.781
cell_0407,807,631686,28.3,3.88,0.725,0.745,0.872,0.807,0.743
cell_0408,770,635541,28.7,3.67,0.688,0.722,0.884,0.812,0.732
cell_0409,805,617338,29.2,3.72,0.718,0.714,0.865,0.775,0.731
cell_0410,807,625970,27.1,3.71,0.732,0.785,0.864,0.815,0.765
cell_0411,812,566605,26.9,3.85,0.709,0.781,0.877,0.767,0.773
cell_0412,766,644531,29.1,3.93,0.733,0.763,0.896,0.777,0.73
cell_0413,692,640067,28.4,3.84,0.685,0.767,0.874,0.8,0.763
cell_0414,685,569708,28.9,3.99,0.731,0.72,0.877,0.804,0.777
cell_0415,618,646305,27.6,3.69,0.685,0.753,0.892,0.819,0.764
cell_0416,703,626060,27.7,3.85,0.712,0.731,0.866,0.778,0.735
cell_0417,846,613069,28.1,3.97,0.756,0.756,0.891,0.779,0.748
cell_0418,822,642592,27.5,3.63,0.73,0.722,0.883,0.802,0.772
cell_0419,944,619995,28.6,3.85,0.697,0.714,0.872,0.786,0.767
cell_0420,788,573568,29.3,3.62,0.718,0.756,0.881,0.764,0.733
cell_0421,743,625499,27.3,3.86,0.743,0.716,0.88,0.802,0.745
cell_0422,789,669344,28.9,3.84,0.737,0.74,0.885,0.788,0.741
cell_0423,853,602469,29.2,3.58,0.707,0.717,0.889,0.803,0.75
cell_0424,808,651775,27.9,3.76,0.751,0.731,0.867,0.795,0.789
cell_0425,675,600074,28.0,3.65,0.731,0.787,0.878,0.781,0.754
cell_0426,810,609438,27.7,3.87,0.716,0.761,0.865,0.81,0.787
cell_0427,942,576778,27.9,3.85,0.726,0.743,0.874,0.766,0.753
cell_0428,787,583895,26.8,3.82,0.727,0.778,0.883,0.78,0.778
cell_0429,706,628165,29.1,3.75,0.705,0.723,0.868,0.786,0.766
cell_0430,814,651637,28.2,3.95,0.69,0.748,0.885,0.811,0.777
cell_0431,857,573419,29.1,4.01,0.697,0.767,0.864,0.784,0.761
cell_0432,922,641359,27.9,3.94,0.752,0.714,0.897,0.764,0.779
cell_0433,674,612542,28.4,3.75,0.688,0.757,0.894,0.783,0.743
cell_0434,682,659740,28.9,3.84,0.709,0.772,0.882,0.811,0.768
cell_0435,880,609353,29.3,3.82,0.728,0.729,0.884,0.795,0.741
cell_0436,738,652698,28.1,3.68,0.732,0.719,0.878,0.769,0.741
cell_0437,718,564343,27.7,3.81,0.719,0.741,0.892,0.768,0.76
cell_0438,624,629159,28.2,3.97,0.724,0.784,0.864,0.765,0.732
cell_0439,749,638051,26.7,4.0,0.745,0.735,0.865,0.769,0.737
cell_0440,732,588485,27.6,4.02,0.733,0.784,0.867,0.783,0.763
cell_0441,612,641134,28.4,3.76,0.719,0.744,0.863,0.78,0.74
cell_0442,822,632321,28.6,3.72,0.712,0.73,0.866,0.77,0.778
cell_0443,846,616911,29.2,3.61,0.704,0.739,0.89,0.821,0.744
cell_0444,958,585858,27.7,3.76,0.754,0.726,0.891,0.78,0.774
cell_0445,803,661244,28.9,3.97,0.688,0.764,0.867,0.785,0.763
cell_0446,786,681569,27.0,3.88,0.713,0.722,0.868,0.818,0.783
cell_0447,1008,583831,27.6,3.88,0.719,0.744,0.875,0.796,0.765
cell_0448,729,626631,28.2,3.67,0.737,0.714,0.875,0.808,0.764
cell_0449,798,628356,28.8,3.91,0.728,0.749,0.867,0.775,0.755
cell_0450,822,593735,26.6,3.8,0.705,0.768,0.863,0.795,0.787
cell_0451,731,569336,28.4,3.82,0.713,0.752,0.894,0.771,0.731
cell_0452,890,668442,28.3,3.94,0.715,0.769,0.895,0.795,0.741
cell_0453,687,588610,27.5,3.83,0.726,0.744,0.884,0.764,0.735
cell_0454,741,584535,27.4,3.75,0.742,0.714,0.885,0.801,0.778
cell_0455,756,577069,29.1,3.78,0.725,0.762,0.886,0.817,0.79
cell_0456,789,667089,26.7,3.68,0.749,0.732,0.87,0.767,0.782
cell_0457,842,587644,28.7,3.92,0.707,0.743,0.87,0.82,0.769
cell_0458,831,654954,28.7,3.89,0.754,0.742,0.867,0.801,0.774
cell_0459,743,620553,27.5,3.77,0.73,0.768,0.871,0.784,0.746
cell_0460,805,670747,27.6,3.91,0.749,0.776,0.869,0.819,0.753
cell_0461,668,618286,26.9,3.69,0.707,0.773,0.893,0.778,0.782
cell_0462,938,576190,28.5,4.0,0.733,0.737,0.88,0.799,0.761
cell_0463,686,657497,29.0,3.63,0.753,0.737,0.886,0.806,0.779
cell_0464,836,664455,27.0,3.89,0.737,0.763,0.871,0.814,0.74
cell_0465,761,616959,29.0,3.75,0.696,0.775,0.882,0.77,0.773
cell_0466,827,615151,28.9,3.95,0.735,0.72,0.892,0.801,0.772
cell_0467,862,647946,26.9,3.76,0.748,0.716,0.896,0.801,0.768
cell_0468,699,674815,27.4,3.93,0.712,0.723,0.863,0.793,0.789
cell_0469,742,600667,28.1,3.77,0.747,0.75,0.88,0.767,0.789
cell_0470,656,640230,28.3,3.76,0.714,0.771,0.869,0.81,0.769
cell_0471,775,589824,28.7,3.81,0.707,0.757,0.897,0.786,0.786
cell_0472,667,583326,27.8,3.67,0.684,0.781,0.892,0.805,0.74
cell_0473,633,647780,29.2,3.77,0.693,0.751,0.875,0.782,0.767
cell_0474,744,562413,29.4,3.68,0.688,0.727,0.864,0.783,0.778
cell_0475,757,641773,28.0,3.96,0.746,0.713,0.89,0.788,0.79
cell_0476,913,651567,27.3,3.82,0.755,0.777,0.866,0.803,0.751
cell_0477,685,587110,28.9,3.73,0.744,0.713,0.873,0.774,0.744
cell_0478,650,626888,27.4,3.76,0.711,0.778,0.894,0.79,0.75
cell_0479,823,565468,27.4,3.71,0.707,0.725,0.89,0.766,0.768
cell_0480,634,670769,27.1,3.95,0.723,0.718,0.896,0.774,0.782
cell_0481,815,559640,28.0,3.92,0.751,0.781,0.891,0.815,0.742
cell_0482,711,604755,27.7,3.82,0.696,0.764,0.868,0.778,0.76
cell_0483,918,638046,27.0,3.82,0.69,0.741,0.877,0.761,0.746
cell_0484,1008,601689,26.7,3.65,0.712,0.784,0.867,0.807,0.736
cell_0485,861,654129,27.6,3.86,0.698,0.723,0.895,0.816,0.784
cell_0486,900,566561,27.5,3.72,0.73,0.739,0.868,0.796,0.779
cell_0487,692,582389,27.3,3.71,0.73,0.758,0.887,0.781,0.78
cell_0488,736,657316,27.1,3.62,0.748,0.738,0.886,0.76,0.772
cell_0489,663,633617,27.3,3.75,0.69,0.724,0.873,0.764,0.785
cell_0490,702,573283,27.5,3.99,0.696,0.785,0.87,0.805,0.763
cell_0491,888,624285,27.1,3.65,0.75,0.737,0.875,0.806,0.75
cell_0492,950,632081,29.1,3.59,0.703,0.747,0.87,0.805,0.785
cell_0493,748,677232,27.8,3.8,0.709,0.781,0.882,0.807,0.779
cell_0494,754,663211,27.6,3.93,0.752,0.759,0.889,0.809,0.781
cell_0495,675,607833,28.5,3.78,0.738,0.739,0.885,0.77,0.775
cell_0496,737,594197,28.7,3.79,0.7,0.785,0.888,0.819,0.756
cell_0497,890,623106,28.6,3.69,0.716,0.722,0.87,0.758,0.732
cell_0498,823,640251,28.9,3.82,0.695,0.767,0.884,0.805,0.776
cell_0499,911,600363,28.4,3.6,0.749,0.721,0.874,0.81,0.766
cell_0500,773,663964,27.6,3.97,0.69,0.771,0.892,0.77,0.756
cell_0501,781,624383,28.4,3.66,0.699,0.716,0.874,0.794,0.782
cell_0502,816,676187,28.6,4.0,0.722,0.732,0.864,0.804,0.737
cell_0503,770,627988,28.3,3.65,0.711,0.759,0.897,0.804,0.786
cell_0504,874,581811,28.5,3.86,0.727,0.749,0.881,0.78,0.761
cell_0505,810,581036,26.8,3.77,0.731,0.745,0.872,0.794,0.751
cell_0506,995,620294,27.5,3.91,0.687,0.748,0.874,0.817,0.73
cell_0507,869,618142,26.8,4.02,0.721,0.759,0.871,0.789,0.756
cell_0508,634,661847,27.3,3.66,0.72,0.77,0.865,0.795,0.737
cell_0509,616,661436,26.9,3.59,0.716,0.776,0.872,0.785,0.732
cell_0510,809,628792,27.5,3.72,0.692,0.74,0.866,0.807,0.788
cell_0511,988,632498,28.6,3.7,0.729,0.747,0.879,0.806,0.747
cell_0512,863,564972,28.0,3.99,0.728,0.753,0.871,0.78,0.781
cell_0513,815,570348,26.6,4.01,0.711,0.758,0.865,0.802,0.786
cell_0514,723,630133,28.7,3.76,0.747,0.761,0.894,0.798,0.738
cell_0515,695,670694,28.7,3.88,0.706,0.726,0.889,0.788,0.743
cell_0516,709,598445,27.9,3.64,0.755,0.728,0.867,0.771,0.776
cell_0517,801,560605,26.7,3.78,0.743,0.779,0.865,0.792,0.785
cell_0518,855,574578,29.2,3.91,0.752,0.763,0.875,0.818,0.746
cell_0519,814,652899,29.2,3.67,0.741,0.768,0.865,0.783,0.747
cell_0520,873,637704,28.6,4.02,0.711,0.773,0.878,0.813,0.741
cell_0521,811,598451,28.7,3.75,0.728,0.746,0.889,0.773,0.733
cell_0522,756,578834,27.6,3.75,0.688,0.756,0.894,0.768,0.766
cell_0523,812,644936,27.8,3.8,0.685,0.764,0.886,0.761,0.752
cell_0524,871,620241,29.1,3.9,0.726,0.772,0.893,0.787,0.758
cell_0525,887,644449,26.8,3.97,0.719,0.718,0.882,0.785,0.783
cell_0526,816,627153,26.8,4.02,0.721,0.734,0.879,0.813,0.748
cell_0527,659,594935,28.8,3.79,0.7,0.725,0.874,0.818,0.75
cell_0528,890,580216,29.1,3.78,0.735,0.786,0.864,0.765,0.773
cell_0529,686,562881,26.7,3.93,0.694,0.748,0.884,0.785,0.731
cell_0530,729,652474,29.1,3.77,0.723,0.748,0.876,0.814,0.784
cell_0531,795,672937,29.3,3.8,0.717,0.733,0.896,0.767,0.765
cell_0532,708,608216,29.4,3.6,0.726,0.719,0.868,0.786,0.761
cell_0533,712,568784,27.4,4.01,0.752,0.738,0.882,0.816,0.73
cell_0534,975,569324,27.1,4.01,0.723,0.714,0.871,0.787,0.772
cell_0535,970,593651,28.1,3.82,0.713,0.725,0.897,0.812,0.76
cell_0536,753,625430,28.5,3.81,0.755,0.758,0.875,0.807,0.74
cell_0537,742,611544,28.8,3.79,0.741,0.756,0.874,0.81,0.744
cell_0538,748,590345,26.6,3.87,0.721,0.746,0.896,0.794,0.782
cell_0539,746,665629,28.2,3.9,0.711,0.719,0.879,0.783,0.782
cell_0540,856,676809,27.3,3.73,0.748,0.785,0.878,0.779,0.762
cell_0541,779,649323,26.7,3.59,0.712,0.739,0.874,0.789,0.749
cell_0542,699,678888,27.8,3.77,0.726,0.786,0.871,0.801,0.773
cell_0543,719,641932,26.8,3.84,0.737,0.728,0.892,0.76,0.781
cell_0544,725,574588,29.3,3.61,0.698,0.739,0.884,0.793,0.737
cell_0545,700,584479,27.8,3.89,0.7,0.74,0.876,0.82,0.788
cell_0546,791,566437,27.5,3.69,0.72,0.771,0.893,0.812,0.751
cell_0547,789,565552,28.6,3.58,0.713,0.737,0.887,0.807,0.748
cell_0548,807,613344,28.6,3.89,0.755,0.729,0.886,0.797,0.785
cell_0549,789,628465,27.4,3.79,0.708,0.756,0.894,0.794,0.768
cell_0550,695,586874,28.0,3.71,0.697,0.75,0.874,0.775,0.758
cell_0551,823,665595,28.6,3.62,0.74,0.773,0.889,0.766,0.769
cell_0552,884,638155,27.9,3.81,0.686,0.76,0.865,0.786,0.747
cell_0553,720,643764,28.8,3.65,0.692,0.723,0.893,0.792,0.758
cell_0554,757,665632,28.9,3.86,0.689,0.721,0.864,0.775,0.738
cell_0555,728,674930,28.3,3.95,0.735,0.721,0.888,0.776,0.768
cell_0556,884,590680,27.4,4.0,0.686,0.765,0.888,0.811,0.789
cell_0557,775,659908,28.4,3.87,0.693,0.761,0.897,0.816,0.756
cell_0558,682,660472,28.6,3.78,0.688,0.745,0.879,0.817,0.769
cell_0559,770,566191,29.3,3.74,0.718,0.739,0.886,0.8,0.773
cell_0560,714,573531,28.4,3.59,0.727,0.778,0.894,0.787,0.758
cell_0561,756,659836,27.3,3.76,0.744,0.778,0.871,0.793,0.741
cell_0562,813,659743,28.7,3.59,0.745,0.745,0.874,0.793,0.735
cell_0563,870,581137,27.1,3.66,0.688,0.757,0.892,0.76,0.733
cell_0564,892,598516,27.6,3.84,0.704,0.714,0.888,0.798,0.765
cell_0565,891,583529,27.6,3.63,0.693,0.763,0.893,0.819,0.768
cell_0566,652,658794,28.2,3.85,0.74,0.765,0.892,0.762,0.775
cell_0567,812,637415,27.5,4.01,0.686,0.756,0.868,0.803,0.74
cell_0568,748,671440,27.2,3.64,0.739,0.75,0.894,0.768,0.769
cell_0569,672,642745,28.3,3.92,0.706,0.746,0.877,0.821,0.747
cell_0570,727,628010,27.3,3.99,0.703,0.78,0.866,0.8,0.785
cell_0571,840,614158,29.2,3.88,0.706,0.727,0.873,0.764,0.738
cell_0572,707,656652,27.0,3.63,0.73,0.727,0.866,0.769,0.786
cell_0573,824,639322,28.1,3.88,0.733,0.76,0.872,0.761,0.757
cell_0574,893,661216,29.4,3.65,0.734,0.763,0.897,0.821,0.771
cell_0575,818,571272,28.8,3.99,0.712,0.76,0.878,0.786,0.748
cell_0576,962,674653,27.1,3.97,0.737,0.731,0.865,0.775,0.785
cell_0577,880,589887,28.6,3.58,0.711,0.76,0.868,0.81,0.744
cell_0578,806,631909,26.9,3.58,0.749,0.733,0.891,0.822,0.742
cell_0579,792,677716,29.2,3.8,0.741,0.723,0.897,0.819,0.74
cell_0580,670,591693,28.9,3.74,0.69,0.738,0.897,0.798,0.755
cell_0581,843,659785,27.4,3.6,0.688,0.722,0.883,0.817,0.76
cell_0582,852,645864,28.6,3.65,0.71,0.76,0.865,0.781,0.762
cell_0583,888,659191,27.8,3.94,0.727,0.779,0.877,0.797,0.768
cell_0584,700,569601,26.6,3.97,0.701,0.728,0.888,0.779,0.76
cell_0585,837,663596,29.0,3.76,0.739,0.723,0.863,0.76,0.765
cell_0586,796,558925,27.8,3.9,0.716,0.767,0.871,0.81,0.765
cell_0587,686,635876,28.9,3.76,0.703,0.778,0.886,0.787,0.759
cell_0588,771,602484,29.4,3.79,0.719,0.755,0.895,0.809,0.757
cell_0589,864,619054,27.1,3.78,0.702,0.781,0.874,0.819,0.762
cell_0590,836,574043,27.7,3.62,0.729,0.746,0.89,0.772,0.74
cell_0591,882,646092,27.8,3.81,0.69,0.786,0.886,0.776,0.765
cell_0592,826,579673,28.4,3.68,0.736,0.771,0.886,0.797,0.784
cell_0593,683,588788,29.4,3.75,0.737,0.764,0.87,0.774,0.747
cell_0594,721,560437,29.1,4.01,0.709,0.738,0.863,0.801,0.78
cell_0595,657,655970,28.3,3.59,0.729,0.736,0.875,0.807,0.779
cell_0596,886,608401,28.8,3.79,0.749,0.781,0.865,0.818,0.78
cell_0597,779,657835,29.0,3.7,0.753,0.716,0.868,0.792,0.765
cell_0598,708,677085,26.7,3.64,0.685,0.755,0.895,0.8,0.78
cell_0599,715,614986,28.0,3.6,0.733,0.75,0.889,0.789,0.739
cell_0600,747,666177,28.3,3.64,0.753,0.751,0.865,0.798,0.745
cell_0601,940,679389,28.0,3.78,0.738,0.722,0.882,0.793,0.735
cell_0602,867,664163,26.9,3.61,0.703,0.778,0.867,0.804,0.736
cell_0603,788,655825,27.3,3.86,0.701,0.766,0.893,0.766,0.782
cell_0604,726,611015,27.1,3.89,0.739,0.72,0.88,0.81,0.787
cell_0605,911,624425,27.7,3.96,0.719,0.748,0.88,0.812,0.78
cell_0606,742,618999,28.2,3.68,0.741,0.749,0.874,0.765,0.744
cell_0607,834,578939,27.9,3.71,0.687,0.737,0.882,0.793,0.751
cell_0608,900,604791,27.3,3.68,0.717,0.769,0.87,0.803,0.731
cell_0609,849,600003,28.2,3.67,0.737,0.716,0.892,0.771,0.783
cell_0610,823,597584,29.1,3.63,0.697,0.749,0.865,0.771,0.787
cell_0611,858,672487,28.1,3.7,0.735,0.762,0.897,0.775,0.77
cell_0612,631,558486,29.4,3.94,0.741,0.751,0.873,0.768,0.747
cell_0613,836,624918,26.8,3.58,0.691,0.743,0.895,0.799,0.778
cell_0614,761,571442,29.1,3.93,0.696,0.751,0.88,0.798,0.787
cell_0615,825,564240,26.8,3.66,0.686,0.768,0.888,0.767,0.78
cell_0616,690,588873,27.6,3.69,0.719,0.743,0.897,0.762,0.738
cell_0617,741,564759,28.9,3.81,0.722,0.755,0.868,0.771,0.749
cell_0618,747,572425,29.3,3.58,0.742,0.772,0.873,0.767,0.738
cell_0619,874,655060,29.2,3.89,0.695,0.731,0.892,0.772,0.734
cell_0620,814,672085,28.4,3.61,0.752,0.732,0.874,0.784,0.733
cell_0621,709,607720,27.6,3.92,0.742,0.724,0.875,0.782,0.739
cell_0622,911,581607,27.6,3.62,0.729,0.722,0.897,0.808,0.753
cell_0623,916,626708,27.1,3.74,0.745,0.761,0.885,0.813,0.784
cell_0624,774,625472,28.7,3.92,0.728,0.725,0.89,0.804,0.735
cell_0625,715,599847,26.7,3.75,0.724,0.759,0.886,0.811,0.743
cell_0626,804,577420,29.3,3.96,0.72,0.786,0.866,0.778,0.768
cell_0627,870,566138,28.1,3.84,0.731,0.732,0.875,0.812,0.741
cell_0628,879,652511,28.6,3.67,0.725,0.778,0.878,0.819,0.757
cell_0629,707,676011,27.5,3.97,0.747,0.739,0.865,0.804,0.749
cell_0630,840,618173,28.8,3.75,0.716,0.741,0.875,0.792,0.779
cell_0631,779,641170,27.4,3.7,0.751,0.767,0.883,0.799,0.731
cell_0632,825,625673,27.6,3.61,0.698,0.784,0.877,0.788,0.733
cell_0633,758,624724,28.0,3.68,0.738,0.725,0.869,0.788,0.747
cell_0634,784,638720,28.9,3.76,0.689,0.733,0.897,0.796,0.773
cell_0635,709,562654,28.2,3.99,0.754,0.753,0.879,0.818,0.771
cell_0636,709,587790,27.9,3.78,0.726,0.739,0.868,0.79,0.78
cell_0637,791,674005,29.2,3.67,0.687,0.768,0.892,0.82,0.784
cell_0638,827,561452,27.3,3.78,0.729,0.754,0.889,0.776,0.764
cell_0639,702,651020,28.5,4.02,0.704,0.75,0.874,0.786,0.782
cell_0640,931,583235,29.0,3.6,0.748,0.737,0.873,0.791,0.787
cell_0641,682,664215,27.7,3.66,0.715,0.741,0.895,0.807,0.76
cell_0642,884,565221,27.3,3.77,0.695,0.784,0.889,0.775,0.766
cell_0643,954,667323,28.0,3.93,0.724,0.754,0.866,0.766,0.762
cell_0644,647,647632,26.7,3.84,0.723,0.785,0.879,0.762,0.763
cell_0645,994,611363,27.5,3.99,0.698,0.759,0.877,0.761,0.751
cell_0646,797,675650,27.4,3.94,0.688,0.753,0.865,0.817,0.776
cell_0647,911,638292,29.3,3.9,0.751,0.751,0.867,0.792,0.737
cell_0648,813,635199,26.6,3.66,0.719,0.784,0.876,0.785,0.773
cell_0649,770,608941,27.2,4.01,0.693,0.74,0.863,0.772,0.777
cell_0650,649,616832,26.6,3.61,0.742,0.77,0.895,0.812,0.771
cell_0651,775,662843,28.8,3.8,0.701,0.776,0.888,0.82,0.739
cell_0652,683,656275,27.1,3.6,0.756,0.714,0.892,0.781,0.781
cell_0653,908,672848,26.6,3.61,0.702,0.763,0.894,0.787,0.767
cell_0654,808,677949,27.4,3.8,0.69,0.754,0.88,0.768,0.756
cell_0655,773,630621,26.6,3.92,0.735,0.74,0.864,0.806,0.788
cell_0656,710,580793,28.2,3.64,0.71,0.765,0.882,0.783,0.755
cell_0657,692,567735,29.1,3.61,0.735,0.782,0.872,0.782,0.764
cell_0658,989,649706,26.8,3.88,0.714,0.748,0.864,0.77,0.778
cell_0659,744,605618,29.0,3.91,0.704,0.721,0.871,0.817,0.765
cell_0660,830,603388,28.9,3.81,0.692,0.722,0.881,0.818,0.748
cell_0661,940,588729,26.7,3.62,0.736,0.727,0.875,0.79,0.774
cell_0662,705,618149,28.1,3.95,0.696,0.773,0.887,0.794,0.772
cell_0663,698,640555,28.1,3.86,0.708,0.781,0.883,0.764,0.757
cell_0664,924,619330,29.1,3.69,0.714,0.78,0.894,0.802,0.782
cell_0665,800,597757,27.1,3.68,0.714,0.731,0.874,0.767,0.748
cell_0666,800,600993,28.7,3.98,0.738,0.737,0.889,0.768,0.738
cell_0667,841,588547,26.8,3.63,0.746,0.76,0.871,0.793,0.762
cell_0668,763,665186,27.5,3.89,0.685,0.74,0.875,0.793,0.734
cell_0669,783,641953,28.8,3.83,0.737,0.762,0.875,0.81,0.748
cell_0670,874,604991,27.4,3.78,0.743,0.782,0.882,0.8,0.785
cell_0671,665,645904,28.9,3.96,0.714,0.719,0.878,0.773,0.747
cell_0672,744,660620,27.8,3.84,0.69,0.738,0.866,0.819,0.779
cell_0673,727,673748,27.6,3.65,0.725,0.783,0.863,0.773,0.787
cell_0674,651,628703,29.0,3.79,0.756,0.763,0.865,0.821,0.754
cell_0675,772,595734,26.8,3.57,0.716,0.775,0.883,0.822,0.747
cell_0676,680,578344,27.4,3.93,0.749,0.786,0.871,0.814,0.75
cell_0677,806,636877,27.1,3.77,0.705,0.768,0.878,0.821,0.733
cell_0678,768,620389,27.5,3.9,0.747,0.783,0.891,0.812,0.763
cell_0679,812,607411,27.5,3.79,0.705,0.785,0.873,0.765,0.762
cell_0680,631,585204,27.9,3.77,0.742,0.768,0.877,0.779,0.749
cell_0681,738,559590,28.8,3.79,0.693,0.73,0.895,0.813,0.773
cell_0682,801,678930,29.3,3.67,0.742,0.727,0.87,0.801,0.754
cell_0683,774,621429,29.2,3.98,0.695,0.74,0.884,0.768,0.788
cell_0684,792,573023,26.8,3.99,0.698,0.744,0.878,0.796,0.734
cell_0685,844,670643,28.8,3.58,0.708,0.76,0.872,0.816,0.768
cell_0686,806,676763,26.8,3.81,0.706,0.742,0.869,0.795,0.788
cell_0687,700,634880,27.6,3.96,0.715,0.727,0.869,0.807,0.746
cell_0688,776,597889,27.9,4.0,0.751,0.728,0.875,0.768,0.761
cell_0689,888,673321,27.7,3.8,0.749,0.773,0.863,0.779,0.755
cell_0690,681,562685,28.4,3.69,0.688,0.73,0.891,0.812,0.759
cell_0691,896,582870,27.2,3.71,0.696,0.741,0.894,0.797,0.755
cell_0692,764,584074,28.2,3.85,0.687,0.743,0.885,0.803,0.768
cell_0693,672,610962,27.0,4.0,0.718,0.736,0.889,0.79,0.748
cell_0694,955,641453,26.7,3.83,0.739,0.723,0.87,0.814,0.731
cell_0695,842,613400,26.6,3.95,0.71,0.753,0.886,0.803,0.788
cell_0696,782,676259,28.4,3.71,0.693,0.776,0.875,0.8,0.758
cell_0697,765,565525,27.8,3.82,0.715,0.769,0.892,0.807,0.732
cell_0698,749,673918,28.9,3.96,0.706,0.745,0.879,0.768,0.731
cell_0699,817,587754,26.8,4.0,0.726,0.763,0.894,0.78,0.767
cell_0700,645,661074,28.7,3.73,0.711,0.753,0.862,0.774,0.742
cell_0701,821,592680,27.1,3.8,0.746,0.731,0.865,0.781,0.775
cell_0702,887,676989,28.8,3.85,0.72,0.716,0.897,0.783,0.739
cell_0703,778,630637,28.2,3.78,0.744,0.732,0.878,0.792,0.77
cell_0704,828,638110,27.0,4.0,0.712,0.767,0.863,0.771,0.759
cell_0705,880,673304,28.0,3.8,0.693,0.773,0.871,0.815,0.785
cell_0706,890,641960,28.8,3.63,0.727,0.715,0.88,0.768,0.741
cell_0707,758,635273,26.8,3.8,0.697,0.756,0.885,0.794,0.774
cell_0708,830,611663,28.0,3.87,0.685,0.762,0.884,0.778,0.735
cell_0709,813,643471,27.0,3.73,0.727,0.775,0.864,0.773,0.784
cell_0710,643,676919,28.3,3.69,0.689,0.715,0.871,0.814,0.755
cell_0711,948,608597,27.1,3.81,0.749,0.773,0.865,0.802,0.764
cell_0712,779,624220,29.1,3.76,0.719,0.718,0.872,0.779,0.787
