grid_id,latitude,longitude,zone_name,total_orders,avg_delivery_time_min,avg_order_value,active_restaurants,active_customers,population_density,competitor_count,road_density_km,is_profitable
cell_0314,28.411261,77.213203,Greater Noida,74,48,295,6,397,3540,2,1.93,0
cell_0315,28.411261,77.218336,Greater Noida,72,47,350,7,444,3429,2,2.23,0
cell_0316,28.411261,77.223469,Greater Noida,91,52,280,6,366,3366,2,1.95,0
cell_0317,28.411261,77.228602,Greater Noida,87,46,344,6,424,3451,2,2.12,0
cell_0318,28.411261,77.233735,Greater Noida,106,52,368,7,439,3558,2,1.85,0
cell_0319,28.411261,77.238868,Greater Noida,77,50,316,7,433,3237,2,1.97,0
cell_0320,28.411261,77.244001,Greater Noida,85,51,300,6,408,3507,2,1.83,0
cell_0321,28.411261,77.249134,Greater Noida,76,50,286,7,370,3355,2,1.88,0
cell_0322,28.411261,77.254267,Greater Noida,107,46,282,7,471,3236,2,2.22,0
cell_0323,28.411261,77.2594,Greater Noida,99,50,297,5,385,2939,2,1.81,0
cell_0324,28.411261,77.264533,Greater Noida,86,45,362,7,355,3190,2,2.17,0
cell_0325,28.411261,77.269666,Greater Noida,93,48,284,6,387,3133,2,2.02,0
cell_0326,28.411261,77.274799,Greater Noida,88,52,343,6,403,3207,2,2.12,0
cell_0327,28.411261,77.279932,Greater Noida,88,48,281,5,443,3552,2,1.93,0
cell_0328,28.411261,77.285065,Greater Noida,80,47,329,6,498,3504,2,1.87,0
cell_0329,28.411261,77.290198,Greater Noida,74,49,275,7,423,3307,2,1.81,0
cell_0330,28.411261,77.295331,Greater Noida,101,50,307,6,499,3032,2,2.07,0
cell_0331,28.411261,77.300463,Greater Noida,97,48,347,5,487,3052,2,2.11,0
cell_0332,28.411261,77.305596,Greater Noida,92,45,295,6,434,2915,2,1.93,0
cell_0333,28.411261,77.310729,Greater Noida,105,47,281,6,434,2952,2,2.19,0
cell_0334,28.411261,77.315862,Greater Noida,104,49,360,7,406,2921,2,1.88,0
cell_0335,28.411261,77.320995,Greater Noida,96,52,346,6,361,2898,2,1.82,0
cell_0336,28.411261,77.326128,Greater Noida,79,52,301,6,452,3073,2,2.23,0
cell_0337,28.411261,77.331261,Greater Noida,75,52,307,5,384,3418,2,2.19,0
cell_0338,28.411261,77.336394,Greater Noida,96,45,352,7,373,3041,2,2.08,0
cell_0339,28.411261,77.341527,Greater Noida,84,47,331,6,463,3325,2,2.15,0
cell_0340,28.411261,77.34666,Greater Noida,82,49,309,5,433,3578,2,1.82,0
cell_0341,28.411261,77.351793,Greater Noida,77,49,313,6,373,2859,2,1.8,0
cell_0342,28.411261,77.356926,Greater Noida,102,50,328,5,345,2932,2,2.19,0
cell_0343,28.411261,77.362059,Greater Noida,100,46,299,7,341,3274,2,2.2,0
cell_0344,28.411261,77.367192,Greater Noida,103,44,321,5,493,3292,2,2.06,0
cell_0345,28.411261,77.372325,Greater Noida,92,48,328,5,475,3405,2,1.83,0
cell_0346,28.411261,77.377458,Greater Noida,83,47,307,6,463,3303,2,1.81,0
cell_0347,28.411261,77.382591,Greater Noida,83,46,296,6,441,3485,2,2.12,0
cell_0348,28.411261,77.387724,Greater Noida,83,48,356,6,385,2836,2,1.78,0
cell_0349,28.411261,77.392857,Greater Noida,85,52,352,7,449,3571,2,1.86,0
cell_0350,28.411261,77.39799,Greater Noida,76,47,335,5,469,3508,2,2.02,0
cell_0351,28.415766,76.802566,Greater Noida,87,48,337,6,503,3261,2,1.9,0
cell_0352,28.415766,76.807699,Greater Noida,83,52,307,7,378,3529,2,2.03,0
cell_0353,28.415766,76.812832,Greater Noida,75,45,326,5,462,3259,2,1.99,0
cell_0354,28.415766,76.817965,Greater Noida,103,51,302,7,476,3240,2,2.03,0
cell_0355,28.415766,76.823098,Greater Noida,94,48,346,5,465,3278,2,1.93,0
cell_0356,28.415766,76.828231,Greater Noida,104,46,309,6,462,2956,2,2.08,0
cell_0357,28.415766,76.833364,Greater Noida,103,50,274,7,383,3557,2,2.17,0
cell_0358,28.415766,76.838497,Greater Noida,104,48,351,6,445,3058,2,1.77,0
cell_0359,28.415766,76.84363,Greater Noida,95,52,303,5,391,3391,2,1.85,0
cell_0360,28.415766,76.848763,Greater Noida,81,49,282,6,489,3034,2,1.8,0
cell_0361,28.415766,76.853896,Greater Noida,75,46,346,6,350,3168,2,1.94,0
cell_0362,28.415766,76.859029,Greater Noida,95,45,293,7,479,3541,2,1.88,0
cell_0363,28.415766,76.864162,Greater Noida,97,50,364,7,465,2906,2,1.84,0
cell_0364,28.415766,76.869295,Greater Noida,86,46,327,7,364,2944,2,2.0,0
cell_0365,28.415766,76.874428,Greater Noida,108,50,291,6,430,3140,2,2.13,0
cell_0366,28.415766,76.879561,Greater Noida,84,52,368,7,385,3227,2,2.0,0
cell_0367,28.415766,76.884694,Greater Noida,84,51,313,5,447,3457,2,2.17,0
cell_0368,28.415766,76.889827,Greater Noida,79,52,318,6,365,3403,2,2.23,0
cell_0369,28.415766,76.89496,Greater Noida,73,45,324,7,409,3324,2,2.11,0
cell_0370,28.415766,76.900093,Greater Noida,97,44,355,7,455,3395,2,2.05,0
cell_0371,28.415766,76.905226,Greater Noida,91,45,302,7,469,2958,2,2.17,0
cell_0372,28.415766,76.910359,Greater Noida,83,48,357,5,445,2895,2,2.11,0
cell_0373,28.415766,76.915492,Greater Noida,89,52,289,5,437,2875,2,1.99,0
cell_0374,28.415766,76.920625,Greater Noida,90,43,298,6,364,3537,2,1.85,0
cell_0375,28.415766,76.925757,Greater Noida,105,44,293,7,467,3003,2,1.92,0
cell_0376,28.415766,76.93089,Greater Noida,107,46,362,7,484,2855,2,2.09,0
cell_0377,28.415766,76.936023,Greater Noida,105,44,300,5,373,3566,2,2.21,0
cell_0378,28.415766,76.941156,Greater Noida,98,49,299,6,404,3380,2,2.17,0
cell_0379,28.415766,76.946289,Greater Noida,97,46,341,5,503,3273,2,1.98,0
cell_0380,28.415766,76.951422,Greater Noida,85,46,354,7,420,3540,2,1.82,0
cell_0381,28.415766,76.956555,Greater Noida,97,47,352,7,381,3231,2,1.76,0
cell_0382,28.415766,76.961688,Greater Noida,108,52,288,5,449,3317,2,1.81,0
cell_0383,28.415766,76.966821,Greater Noida,94,48,307,7,466,3087,2,2.08,0
cell_0384,28.415766,76.971954,Greater Noida,106,47,336,6,448,3089,2,1.98,0
cell_0385,28.415766,76.977087,Greater Noida,107,48,281,6,405,3154,2,2.22,0
cell_0386,28.415766,76.98222,Greater Noida,107,52,290,7,460,3257,2,2.06,0
cell_0387,28.415766,76.987353,Greater Noida,104,44,335,6,427,3540,2,1.89,0
cell_0388,28.415766,76.992486,Greater Noida,92,46,362,5,454,3360,2,1.96,0
cell_0389,28.415766,76.997619,Greater Noida,93,45,355,6,347,3153,2,1.85,0
cell_0390,28.415766,77.002752,Greater Noida,88,44,324,5,410,3293,2,2.11,0
cell_0391,28.415766,77.007885,Greater Noida,75,47,332,5,437,3093,2,1.96,0
cell_0392,28.415766,77.013018,Greater Noida,102,49,342,7,356,3189,2,1.82,0
cell_0393,28.415766,77.018151,Greater Noida,80,48,357,5,502,3496,2,2.0,0
cell_0394,28.415766,77.023284,Greater Noida,103,52,318,6,374,3221,2,2.17,0
cell_0395,28.415766,77.028417,Greater Noida,82,53,329,6,443,2949,2,2.11,0
cell_0396,28.415766,77.03355,Greater Noida,73,52,338,6,484,3192,2,2.12,0
cell_0397,28.415766,77.038683,Greater Noida,107,46,343,7,347,3206,2,2.07,0
cell_0398,28.415766,77.043816,Greater Noida,72,46,286,6,386,3138,2,2.16,0
cell_0399,28.415766,77.048949,Greater Noida,107,48,366,7,436,2891,2,1.85,0
cell_0400,28.415766,77.054081,Greater Noida,91,51,331,6,358,3187,2,1.88,0
cell_0401,28.415766,77.059214,Greater Noida,91,53,293,7,455,2926,2,1.78,0
cell_0402,28.415766,77.064347,Greater Noida,85,48,313,6,344,3370,2,1.8,0
cell_0403,28.415766,77.06948,Greater Noida,84,49,335,6,434,3502,2,2.14,0
cell_0404,28.415766,77.074613,Greater Noida,76,50,322,7,467,2949,2,1.77,0
cell_0405,28.415766,77.079746,Greater Noida,86,46,290,7,351,3583,2,1.88,0
cell_0406,28.415766,77.084879,Greater Noida,100,44,333,6,481,2943,2,1.94,0
cell_0407,28.415766,77.090012,Greater Noida,82,49,301,6,401,3166,2,1.84,0
cell_0408,28.415766,77.095145,Greater Noida,105,49,285,6,369,2955,2,1.94,0
cell_0409,28.415766,77.100278,Greater Noida,97,48,334,7,373,3465,2,2.22,0
cell_0410,28.415766,77.105411,Greater Noida,78,50,297,6,341,2997,2,2.04,0
cell_0411,28.415766,77.110544,Greater Noida,105,43,289,5,485,3541,2,1.98,0
cell_0412,28.415766,77.115677,Greater Noida,100,52,301,6,337,3490,2,1.9,0
cell_0413,28.415766,77.12081,Greater Noida,101,50,281,6,338,3053,2,1.86,0
cell_0414,28.415766,77.125943,Greater Noida,79,52,352,5,429,3263,2,1.88,0
cell_0415,28.415766,77.131076,Greater Noida,86,49,317,6,383,2911,2,2.18,0
cell_0416,28.415766,77.136209,Greater Noida,78,51,335,5,367,3244,2,1.87,0
cell_0417,28.415766,77.141342,Greater Noida,84,46,352,7,362,2823,2,2.13,0
cell_0418,28.415766,77.146475,Greater Noida,95,45,329,7,372,3198,2,2.18,0
cell_0419,28.415766,77.151608,Greater Noida,99,48,281,6,463,2878,2,1.97,0
cell_0420,28.415766,77.156741,Greater Noida,80,51,287,7,449,2909,2,1.87,0
cell_0421,28.415766,77.161874,Greater Noida,78,44,283,6,457,3406,2,2.23,0
cell_0422,28.415766,77.167007,Greater Noida,87,44,361,6,336,3293,2,1.86,0
cell_0423,28.415766,77.17214,Greater Noida,106,52,335,5,499,3233,2,2.13,0
cell_0424,28.415766,77.177272,Greater Noida,107,45,275,6,491,2938,2,1.77,0
cell_0425,28.415766,77.182405,Greater Noida,91,51,330,7,380,3239,2,1.96,0
cell_0426,28.415766,77.187538,Greater Noida,96,46,349,5,393,3173,2,2.06,0
cell_0427,28.415766,77.192671,Greater Noida,80,52,321,5,502,3114,2,1.86,0
cell_0428,28.415766,77.197804,Greater Noida,101,53,364,6,403,3142,2,1.87,0
cell_0429,28.415766,77.202937,Greater Noida,83,45,280,7,450,3171,2,1.85,0
cell_0430,28.415766,77.20807,Greater Noida,105,48,287,7,359,3094,2,2.01,0
cell_0431,28.415766,77.213203,Greater Noida,84,48,273,6,364,2954,2,1.97,0
cell_0432,28.415766,77.218336,Greater Noida,87,46,331,7,345,3365,2,2.01,0
cell_0433,28.415766,77.223469,Greater Noida,89,43,314,7,466,3306,2,1.86,0
cell_0434,28.415766,77.228602,Greater Noida,106,48,280,7,473,3340,2,1.89,0
cell_0435,28.415766,77.233735,Greater Noida,87,44,307,6,450,3082,2,2.06,0
cell_0436,28.415766,77.238868,Greater Noida,102,52,314,5,364,3087,2,1.95,0
cell_0437,28.415766,77.244001,Greater Noida,87,51,364,5,393,3259,2,2.17,0
cell_0438,28.415766,77.249134,Greater Noida,91,49,332,6,352,3226,2,1.97,0
cell_0439,28.415766,77.254267,Greater Noida,104,48,341,7,471,2912,2,2.13,0
cell_0440,28.415766,77.2594,Greater Noida,92,51,276,6,339,3557,2,1.81,0
cell_0441,28.415766,77.264533,Greater Noida,95,44,368,6,482,3336,2,2.17,0
cell_0442,28.415766,77.269666,Greater Noida,95,50,301,6,407,2895,2,2.12,0
cell_0443,28.415766,77.274799,Greater Noida,75,48,367,5,390,3185,2,2.19,0
cell_0444,28.415766,77.279932,Greater Noida,97,47,290,6,345,3309,2,2.16,0
cell_0445,28.415766,77.285065,Greater Noida,88,49,344,6,430,2896,2,2.23,0
cell_0446,28.415766,77.290198,Greater Noida,93,52,324,6,385,2968,2,2.0,0
cell_0447,28.415766,77.295331,Greater Noida,104,48,273,6,486,3032,2,2.17,0
cell_0448,28.415766,77.300463,Greater Noida,79,50,322,6,377,3393,2,2.0,0
cell_0449,28.415766,77.305596,Greater Noida,86,46,311,6,347,3388,2,1.78,0
cell_0450,28.415766,77.310729,Greater Noida,79,52,294,5,356,3430,2,1.8,0
cell_0451,28.415766,77.315862,Greater Noida,95,47,328,6,353,3150,2,1.93,0
cell_0452,28.415766,77.320995,Greater Noida,102,46,358,6,399,3035,2,2.08,0
cell_0453,28.415766,77.326128,Greater Noida,72,47,331,7,429,3519,2,1.84,0
cell_0454,28.415766,77.331261,Greater Noida,105,47,318,7,498,3518,2,1.98,0
cell_0455,28.415766,77.336394,Greater Noida,103,48,339,7,496,3177,2,2.08,0
cell_0456,28.415766,77.341527,Greater Noida,106,45,323,5,451,3236,2,1.83,0
cell_0457,28.415766,77.34666,Greater Noida,90,53,296,7,396,3545,2,1.77,0
cell_0458,28.415766,77.351793,Greater Noida,98,49,287,5,444,2833,2,2.16,0
cell_0459,28.415766,77.356926,Greater Noida,103,46,331,6,376,3330,2,2.05,0
cell_0460,28.415766,77.362059,Greater Noida,87,50,315,5,480,2970,2,2.1,0
cell_0461,28.415766,77.367192,Greater Noida,104,53,298,6,382,3520,2,1.92,0
cell_0462,28.415766,77.372325,Greater Noida,95,48,337,5,345,3318,2,2.16,0
cell_0463,28.415766,77.377458,Greater Noida,83,50,366,5,420,3547,2,1.84,0
cell_0464,28.415766,77.382591,Greater Noida,105,50,275,7,351,3029,2,1.84,0
cell_0465,28.415766,77.387724,Greater Noida,107,46,294,6,386,3041,2,2.1,0
cell_0466,28.415766,77.392857,Greater Noida,107,51,283,6,474,3232,2,2.1,0
cell_0467,28.415766,77.39799,Greater Noida,90,47,275,6,347,3259,2,2.22,0
cell_0468,28.42027,76.802566,Greater Noida,80,49,336,7,503,2977,2,1.94,0
cell_0469,28.42027,76.807699,Greater Noida,90,44,322,6,484,3051,2,2.1,0
cell_0470,28.42027,76.812832,Greater Noida,83,44,278,6,347,3157,2,1.78,0
cell_0471,28.42027,76.817965,Greater Noida,94,49,288,5,370,3238,2,1.87,0
cell_0472,28.42027,76.823098,Greater Noida,87,51,324,6,341,2979,2,2.03,0
cell_0473,28.42027,76.828231,Greater Noida,97,44,343,5,348,3494,2,1.88,0
cell_0474,28.42027,76.833364,Greater Noida,76,45,278,5,500,3387,2,1.77,0
cell_0475,28.42027,76.838497,Greater Noida,101,46,272,6,446,3149,2,2.13,0
cell_0476,28.42027,76.84363,Greater Noida,105,50,360,6,390,3054,2,1.81,0
cell_0477,28.42027,76.848763,Greater Noida,73,49,294,7,439,3498,2,1.78,0
cell_0478,28.42027,76.853896,Greater Noida,107,48,331,7,419,2917,2,1.77,0
cell_0479,28.42027,76.859029,Greater Noida,77,52,299,5,501,3538,2,2.22,0
cell_0480,28.42027,76.864162,Greater Noida,98,43,345,7,405,2966,2,2.05,0
cell_0481,28.42027,76.869295,Greater Noida,82,47,296,6,453,3393,2,2.02,0
cell_0482,28.42027,76.874428,Greater Noida,105,50,278,7,388,3295,2,2.22,0
cell_0483,28.42027,76.879561,Greater Noida,78,44,364,7,364,3352,2,2.21,0
cell_0484,28.42027,76.884694,Greater Noida,78,52,355,5,491,3500,2,1.98,0
cell_0485,28.42027,76.889827,Greater Noida,83,49,273,6,346,2825,2,2.17,0
cell_0486,28.42027,76.89496,Greater Noida,74,48,326,7,446,2918,2,2.14,0
cell_0487,28.42027,76.900093,Greater Noida,103,50,358,5,463,2931,2,1.87,0
cell_0488,28.42027,76.905226,Greater Noida,92,46,298,7,361,2943,2,2.13,0
cell_0489,28.42027,76.910359,Greater Noida,89,46,292,7,395,3030,2,2.0,0
cell_0490,28.42027,76.915492,Greater Noida,73,44,294,5,418,3477,2,1.92,0
cell_0491,28.42027,76.920625,Greater Noida,100,51,294,7,384,3040,2,2.2,0
cell_0492,28.42027,76.925757,Greater Noida,77,46,333,6,373,3456,2,2.21,0
cell_0493,28.42027,76.93089,Greater Noida,87,52,356,6,443,3134,2,1.79,0
cell_0494,28.42027,76.936023,Greater Noida,74,47,296,6,404,2967,2,1.89,0
cell_0495,28.42027,76.941156,Greater Noida,86,43,284,7,462,3025,2,2.11,0
cell_0496,28.42027,76.946289,Greater Noida,107,44,311,7,393,3264,2,2.18,0
cell_0497,28.42027,76.951422,Greater Noida,103,53,366,5,410,3518,2,2.23,0
cell_0498,28.42027,76.956555,Greater Noida,86,50,360,6,382,3398,2,2.1,0
cell_0499,28.42027,76.961688,Greater Noida,75,43,290,7,464,3056,2,2.09,0
cell_0500,28.42027,76.966821,Greater Noida,101,46,333,5,376,2920,2,2.17,0
cell_0501,28.42027,76.971954,Greater Noida,88,46,310,5,395,3408,2,1.93,0
cell_0502,28.42027,76.977087,Greater Noida,80,51,284,5,378,3089,2,2.11,0
cell_0503,28.42027,76.98222,Greater Noida,104,46,358,5,423,2929,2,2.13,0
cell_0504,28.42027,76.987353,Greater Noida,105,45,362,7,421,3335,2,1.79,0
cell_0505,28.42027,76.992486,Greater Noida,101,52,355,6,366,3395,2,1.82,0
cell_0506,28.42027,76.997619,Greater Noida,98,49,347,5,383,3269,2,1.84,0
cell_0507,28.42027,77.002752,Greater Noida,88,46,279,6,380,2891,2,1.94,0
cell_0508,28.42027,77.007885,Greater Noida,83,44,278,7,374,3466,2,2.19,0
cell_0509,28.42027,77.013018,Greater Noida,74,48,353,5,344,2875,2,2.1,0
cell_0510,28.42027,77.018151,Greater Noida,94,48,353,6,389,2926,2,1.98,0
cell_0511,28.42027,77.023284,Greater Noida,102,44,336,6,415,3014,2,2.07,0
cell_0512,28.42027,77.028417,Greater Noida,102,46,299,6,371,3400,2,1.97,0
cell_0513,28.42027,77.03355,Greater Noida,87,51,324,6,471,2983,2,1.83,0
cell_0514,28.42027,77.038683,Greater Noida,84,47,287,7,483,3195,2,2.0,0
cell_0515,28.42027,77.043816,Greater Noida,93,45,346,6,413,3187,2,2.13,0
cell_0516,28.42027,77.048949,Greater Noida,86,52,360,6,371,2865,2,1.8,0
cell_0517,28.42027,77.054081,Greater Noida,91,46,362,7,353,3340,2,2.05,0
cell_0518,28.42027,77.059214,Greater Noida,81,46,347,7,419,3364,2,1.84,0
cell_0519,28.42027,77.064347,Greater Noida,101,51,344,7,339,3322,2,2.08,0
cell_0520,28.42027,77.06948,Greater Noida,89,46,311,5,390,2904,2,1.86,0
cell_0521,28.42027,77.074613,Greater Noida,77,44,319,6,423,3513,2,2.15,0
cell_0522,28.42027,77.079746,Greater Noida,97,44,307,6,467,2901,2,2.1,0
cell_0523,28.42027,77.084879,Greater Noida,102,49,330,6,356,3050,2,2.24,0
cell_0524,28.42027,77.090012,Greater Noida,84,52,354,7,409,3274,2,1.79,0
cell_0525,28.42027,77.095145,Greater Noida,86,52,298,7,421,3016,2,2.18,0
cell_0526,28.42027,77.100278,Greater Noida,101,44,336,7,367,3289,2,2.05,0
cell_0527,28.42027,77.105411,Greater Noida,102,49,274,5,468,3162,2,1.8,0
cell_0528,28.42027,77.110544,Greater Noida,91,48,273,5,440,3530,2,1.79,0
cell_0529,28.42027,77.115677,Greater Noida,97,48,346,6,417,3238,2,2.18,0
cell_0530,28.42027,77.12081,Greater Noida,76,46,325,7,403,3075,2,2.06,0
cell_0531,28.42027,77.125943,Greater Noida,97,47,303,6,434,3155,2,2.14,0
cell_0532,28.42027,77.131076,Greater Noida,75,52,329,5,354,3341,2,1.84,0
cell_0533,28.42027,77.136209,Greater Noida,98,45,329,6,412,3452,2,1.86,0
cell_0534,28.42027,77.141342,Greater Noida,107,52,308,6,495,3496,2,1.82,0
cell_0535,28.42027,77.146475,Greater Noida,108,44,291,6,453,3339,2,2.21,0
cell_0536,28.42027,77.151608,Greater Noida,101,52,357,7,356,3359,2,1.99,0
cell_0537,28.42027,77.156741,Greater Noida,96,49,300,5,451,3270,2,2.08,0
cell_0538,28.42027,77.161874,Greater Noida,94,50,297,6,398,3228,2,2.24,0
cell_0539,28.42027,77.167007,Greater Noida,74,46,342,7,370,3224,2,2.18,0
cell_0540,28.42027,77.17214,Greater Noida,107,51,324,7,467,3003,2,2.19,0
cell_0541,28.42027,77.177272,Greater Noida,85,46,316,7,400,3016,2,2.11,0
cell_0542,28.42027,77.182405,Greater Noida,96,50,325,6,467,3369,2,1.9,0
cell_0543,28.42027,77.187538,Greater Noida,107,43,309,6,353,3550,2,1.81,0
cell_0544,28.42027,77.192671,Greater Noida,88,49,294,7,386,3558,2,2.23,0
cell_0545,28.42027,77.197804,Greater Noida,83,52,332,6,356,3581,2,1.87,0
cell_0546,28.42027,77.202937,Greater Noida,79,48,359,5,470,2949,2,2.09,0
cell_0547,28.42027,77.20807,Greater Noida,84,44,348,6,436,2884,2,2.17,0
cell_0548,28.42027,77.213203,Greater Noida,107,49,305,5,501,2995,2,2.19,0
cell_0549,28.42027,77.218336,Greater Noida,94,45,273,6,345,3092,2,2.02,0
cell_0550,28.42027,77.223469,Greater Noida,77,48,282,7,354,3508,2,1.91,0
cell_0551,28.42027,77.228602,Greater Noida,98,44,335,6,432,3135,2,2.07,0
cell_0552,28.42027,77.233735,Greater Noida,89,44,341,5,415,3292,2,1.93,0
cell_0553,28.42027,77.238868,Greater Noida,81,53,277,5,470,3168,2,1.77,0
cell_0554,28.42027,77.244001,Greater Noida,93,47,299,6,441,3176,2,2.02,0
cell_0555,28.42027,77.249134,Greater Noida,84,45,290,5,484,3158,2,1.96,0
cell_0556,28.42027,77.254267,Greater Noida,95,46,302,5,390,3100,2,1.82,0
cell_0557,28.42027,77.2594,Greater Noida,89,51,300,7,448,3572,2,1.79,0
cell_0558,28.42027,77.264533,Greater Noida,107,48,345,6,449,3076,2,2.2,0
cell_0559,28.42027,77.269666,Greater Noida,105,49,295,5,468,2896,2,2.03,0
cell_0560,28.42027,77.274799,Greater Noida,74,52,323,7,400,2869,2,2.13,0
cell_0561,28.42027,77.279932,Greater Noida,94,45,290,5,419,3303,2,2.2,0
cell_0562,28.42027,77.285065,Greater Noida,91,48,275,7,358,3164,2,1.92,0
cell_0563,28.42027,77.290198,Greater Noida,79,45,310,6,415,2919,2,2.04,0
cell_0564,28.42027,77.295331,Greater Noida,99,52,282,6,400,2899,2,2.1,0
cell_0565,28.42027,77.300463,Greater Noida,77,43,278,5,493,3291,2,1.81,0
cell_0566,28.42027,77.305596,Greater Noida,99,49,354,6,464,3251,2,1.89,0
cell_0567,28.42027,77.310729,Greater Noida,97,50,291,7,421,3574,2,2.1,0
cell_0568,28.42027,77.315862,Greater Noida,101,51,338,5,444,2909,2,1.99,0
cell_0569,28.42027,77.320995,Greater Noida,101,48,278,6,376,3357,2,1.76,0
cell_0570,28.42027,77.326128,Greater Noida,90,50,330,6,435,3250,2,2.09,0
cell_0571,28.42027,77.331261,Greater Noida,105,49,365,5,368,3453,2,1.84,0
cell_0572,28.42027,77.336394,Greater Noida,75,50,307,7,388,3022,2,2.01,0
cell_0573,28.42027,77.341527,Greater Noida,74,53,353,5,387,3130,2,2.2,0
cell_0574,28.42027,77.34666,Greater Noida,107,44,278,6,342,2948,2,1.86,0
cell_0575,28.42027,77.351793,Greater Noida,78,44,350,7,353,3265,2,2.07,0
cell_0576,28.42027,77.356926,Greater Noida,99,49,273,5,354,3300,2,1.98,0
cell_0577,28.42027,77.362059,Greater Noida,94,48,302,6,391,3537,2,1.86,0
cell_0578,28.42027,77.367192,Greater Noida,93,48,366,7,435,3223,2,2.04,0
cell_0579,28.42027,77.372325,Greater Noida,87,48,338,6,380,3524,2,1.98,0
cell_0580,28.42027,77.377458,Greater Noida,97,47,320,7,464,2957,2,1.8,0
cell_0581,28.42027,77.382591,Greater Noida,76,51,362,7,504,3563,2,1.94,0
cell_0582,28.42027,77.387724,Greater Noida,91,51,334,6,476,3067,2,1.99,0
cell_0583,28.42027,77.392857,Greater Noida,93,49,347,6,401,2934,2,2.15,0
cell_0584,28.42027,77.39799,Greater Noida,89,46,360,5,447,3266,2,2.13,0
cell_0585,28.424775,76.802566,Greater Noida,81,50,306,6,420,3298,2,1.77,0
cell_0586,28.424775,76.807699,Greater Noida,85,51,330,6,350,3094,2,1.93,0
cell_0587,28.424775,76.812832,Greater Noida,78,49,317,5,464,3465,2,2.04,0
cell_0588,28.424775,76.817965,Greater Noida,101,45,318,5,438,3021,2,2.07,0
cell_0589,28.424775,76.823098,Greater Noida,88,52,316,5,416,2899,2,2.13,0
cell_0590,28.424775,76.828231,Greater Noida,96,48,280,5,408,2914,2,1.94,0
cell_0591,28.424775,76.833364,Greater Noida,97,52,345,6,443,3015,2,1.85,0
cell_0592,28.424775,76.838497,Greater Noida,87,49,303,5,476,3446,2,1.83,0
cell_0593,28.424775,76.84363,Greater Noida,100,49,355,6,399,3041,2,2.22,0
cell_0594,28.424775,76.848763,Greater Noida,75,44,273,6,425,2985,2,1.99,0
cell_0595,28.424775,76.853896,Greater Noida,88,46,310,6,428,2978,2,2.21,0
cell_0596,28.424775,76.859029,Greater Noida,98,45,359,7,425,3049,2,2.15,0
cell_0597,28.424775,76.864162,Greater Noida,101,45,357,6,479,3271,2,2.21,0
cell_0598,28.424775,76.869295,Greater Noida,80,50,278,7,388,3537,2,2.01,0
cell_0599,28.424775,76.874428,Greater Noida,104,48,353,5,410,2898,2,2.1,0
cell_0600,28.424775,76.879561,Greater Noida,78,46,338,7,491,3189,2,1.94,0
cell_0601,28.424775,76.884694,Greater Noida,85,46,331,6,469,3132,2,1.81,0
cell_0602,28.424775,76.889827,Greater Noida,77,49,283,6,445,3509,2,2.09,0
cell_0603,28.424775,76.89496,Greater Noida,89,47,335,5,478,3197,2,1.89,0
cell_0604,28.424775,76.900093,Greater Noida,76,52,352,5,371,3536,2,1.76,0
cell_0605,28.424775,76.905226,Greater Noida,73,52,280,6,468,3388,2,2.16,0
cell_0606,28.424775,76.910359,Greater Noida,87,43,287,6,460,3234,2,1.92,0
